year,movie,movie_id,duration,genre,rate,synopsis,votes,gross,release_date,popularity,awards_wins,Oscar_Best_Picture_won,Oscar_nominated
2005,Mr. & Mrs. Smith,tt0356910,120,Action|Comedy|Crime,6.5,A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other.,361385,186340000,10/06/2005,1582,0,No,0
2004,Anchorman: The Legend of Ron Burgundy,tt0357413,94,Comedy,7.19999981,"Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.",275291,84140000,09/07/2004,1695,0,No,0
2005,Robots,tt0358082,91,Animation|Adventure|Comedy,6.30000019,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.",106559,128200000,11/03/2005,2008,0,No,0
2005,Walk the Line,tt0358273,136,Biography|Drama|Music,7.9000001,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",192695,119520000,18/11/2005,694,17,No,5
2013,The Secret Life of Walter Mitty,tt0359950,114,Adventure|Comedy|Drama,7.30000019,"When his job along with that of his co-worker are threatened, Walter takes action in the real world embarking on a global journey that turns into an adventure more extraordinary than anything he could have ever imagined.",244276,58230000,25/12/2013,1011,0,No,0
2005,Constantine,tt0360486,121,Drama|Fantasy|Horror,6.9000001,"Supernatural detective John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.",242257,75500000,18/02/2005,1697,0,No,0
2005,King Kong,tt0360717,187,Action|Adventure|Drama,7.19999981,"After a movie crew travel to a mysterious island to shoot their picture, they encounter a giant and furious gorilla who takes their leading actress and form a special relationship with her, protecting the beautiful lady at all costs.",323522,218050000,14/12/2005,940,7,No,4
2009,Inglourious Basterds,tt0361748,153,Adventure|Drama|War,8.30000019,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",928117,120520000,21/08/2009,200,26,No,8
2004,The Terminal,tt0362227,128,Comedy|Drama|Romance,7.30000019,"An eastern immigrant finds himself stranded in JFK airport, and must take up temporary residence there.",315946,77030000,18/06/2004,1570,2,No,0
2004,Kinsey,tt0362269,118,Biography|Drama|Romance,7.0999999,"A look at the life of Alfred Kinsey, a pioneer in the area of human sexuality research, whose 1948 publication ""Sexual Behavior in the Human Male"" was one of the first recorded works that saw science address sexual behavior.",43265,10210000,07/01/2005,4848,1,No,1
2004,The Life Aquatic with Steve Zissou,tt0362270,119,Adventure|Comedy|Drama,7.30000019,"With a plan to exact revenge on a mythical shark that killed his partner, oceanographer Steve Zissou rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.",144255,24010000,25/12/2004,1446,1,No,0
2004,Downfall,tt0363163,156,Biography|Drama|History,8.30000019,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",259483,5500000,08/04/2005,877,4,No,1
2004,Dawn of the Dead,tt0363547,101,Action|Horror|Thriller,7.4000001,"A nurse, a policeman, a young married couple, a salesman, and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.",199440,58890000,19/03/2004,1575,0,No,0
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",tt0363771,143,Adventure|Family|Fantasy,6.9000001,Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,297403,291710000,09/12/2005,618,5,No,3
2004,Taking Lives,tt0364045,103,Crime|Mystery|Thriller,6.19999981,An FBI profiler is called in by French Canadian police to catch a serial killer who takes on the identity of each new victim.,66966,32680000,19/03/2004,1610,0,No,0
2004,Dodgeball: A True Underdog Story,tt0364725,92,Comedy|Sport,6.69999981,A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.,190410,114320000,18/06/2004,1297,0,No,0
2005,Syriana,tt0365737,128,Drama|Thriller,7,A politically charged epic about the state of the oil industry in the hands of those personally involved and affected by it.,112008,50820000,09/12/2005,2877,3,No,2
2006,Happy Feet,tt0366548,108,Animation|Comedy|Family,6.5,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",138325,197990000,17/11/2006,2544,4,No,1
2004,Harold & Kumar Go to White Castle,tt0366551,88,Adventure|Comedy,7.0999999,An Asian-American office worker and his Indian stoner friend embark on a quest to satisfy their desire for White Castle burgers.,158629,18230000,30/07/2004,1983,0,No,0
2005,The Squid and the Whale,tt0367089,81,Comedy|Drama,7.4000001,Follows two young boys dealing with their parents' divorce in Brooklyn in the 1980s.,61824,7360000,16/12/2005,,7,No,1
2005,Charlie and the Chocolate Factory,tt0367594,115,Adventure|Comedy|Family,6.69999981,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",333750,206460000,15/07/2005,607,3,No,1
2008,Indiana Jones and the Kingdom of the Crystal Skull,tt0367882,122,Action|Adventure|Fantasy,6.19999981,"Famed archaeologist/adventurer Dr. Henry ""Indiana"" Jones is called back into action when he becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.",344036,317010000,22/05/2008,660,0,No,0
2003,The Room,tt0368226,99,Drama,3.5,"Johnny is a successful banker who lives happily in a San Francisco townhouse with his fiancée, Lisa. One day, inexplicably, she gets bored of him and decides to seduce Johnny's best friend, Mark. From there, nothing will be the same again.",32502,,03/03/2004,990,0,No,0
2004,The Village,tt0368447,108,Drama|Mystery|Thriller,6.5,A series of events tests the beliefs of a small isolated countryside village.,198455,114200000,30/07/2004,442,0,No,1
2007,I'm Not There.,tt0368794,135,Biography|Drama|Music,7,"Ruminations on the life of Bob Dylan, where six characters embody a different aspect of the musician's life and work.",49428,4000000,07/12/2007,3364,2,No,1
2004,National Treasure,tt0368891,131,Action|Adventure|Family,6.9000001,A historian races to find the legendary Templar Treasure before a team of mercenaries.,260609,173010000,19/11/2004,1564,0,No,0
2004,Collateral,tt0369339,120,Crime|Drama|Thriller,7.5999999,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,301264,100000000,06/08/2004,1356,4,No,2
2015,Jurassic World,tt0369610,124,Action|Adventure|Sci-Fi,7,"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, which escapes containment and goes on a killing spree.",439876,652180000,12/06/2015,237,1,No,0
2004,The Sea Inside,tt0369702,125,Biography|Drama|Romance,8.10000038,"The factual story of Spaniard Ramon Sampedro, who fought a thirty-year campaign in favor of euthanasia and his own right to die.",66451,2090000,04/03/2005,3978,2,No,2
2004,AVP: Alien vs. Predator,tt0370263,101,Action|Horror|Sci-Fi,5.5999999,"During an archaeological expedition on Bouvetøya Island in Antarctica, a team of archaeologists and other scientists find themselves caught up in a battle between the two legends. Soon, the team realize that only one species can win.",147853,80280000,13/08/2004,1578,0,No,0
2004,Spanglish,tt0371246,131,Comedy|Drama|Romance,6.4000001,"A woman and her daughter emigrate from Mexico for a better life in America, where they start working for a family where the patriarch is a newly celebrated chef with an insecure wife.",67001,42040000,17/12/2004,1048,0,No,0
2005,The Hitchhiker's Guide to the Galaxy,tt0371724,109,Adventure|Comedy|Sci-Fi,6.80000019,"Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",159825,51020000,29/04/2005,836,0,No,0
2008,Iron Man,tt0371746,126,Action|Adventure|Sci-Fi,7.9000001,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",720219,318300000,02/05/2008,478,1,No,2
2004,The Bourne Supremacy,tt0372183,108,Action|Mystery|Thriller,7.80000019,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",364203,176050000,23/07/2004,1505,0,No,0
2005,The Wedding Date,tt0372532,90,Comedy|Romance,6.0999999,"Single-girl anxiety causes Kat Ellis (Messing) to hire a male escort (Mulroney) to pose as her boyfriend at her sister's wedding. Her plan, an attempt to dupe her ex-fiancé, who dumped her a couple years prior, proves to be her undoing.",39623,31590000,04/02/2005,2251,0,No,0
2005,Batman Begins,tt0372784,140,Action|Adventure,8.30000019,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from the corruption that Scarecrow and the League of Shadows have cast upon it.",1021111,205340000,15/06/2005,323,1,No,1
2004,The Chorus,tt0372824,97,Drama|Music,7.9000001,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,45823,3630000,17/03/2004,,0,No,2
2005,Kiss Kiss Bang Bang,tt0373469,103,Comedy|Crime|Mystery,7.5999999,"A murder mystery brings together a private eye, a struggling actress, and a thief masquerading as an actor.",181413,4240000,18/11/2005,2092,0,No,0
2007,Harry Potter and the Order of the Phoenix,tt0373889,138,Adventure|Family|Fantasy,7.5,"With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",373912,292000000,11/07/2007,488,1,No,0
2004,Napoleon Dynamite,tt0374900,96,Comedy,6.9000001,"A listless and alienated teenager decides to help his new friend win the class presidency in their small western high school, while he must deal with his bizarre family life back home.",165403,44540000,27/08/2004,1334,0,No,0
2004,Sideways,tt0375063,126,Comedy|Drama|Romance,7.5,"Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.",153557,71502303,21/01/2005,2536,30,No,5
2004,Crash,tt0375679,112,Crime|Drama|Thriller,7.80000019,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",368775,54560000,06/05/2005,526,15,Yes,6
2004,Closer,tt0376541,104,Drama|Romance,7.30000019,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.,171899,33990000,03/12/2004,1088,5,No,2
2006,X-Men: The Last Stand,tt0376994,104,Action|Adventure|Fantasy,6.69999981,"When a cure is found to treat mutations, lines are drawn amongst the X-Men, led by Professor Charles Xavier, and the Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",395539,234360000,26/05/2006,1420,1,No,0
2004,Mean Girls,tt0377092,97,Comedy,7,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",255717,86050000,30/04/2004,394,0,No,0
2005,The Ring Two,tt0377109,110,Horror|Mystery|Sci-Fi,5.4000001,"Six months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.",73699,75890000,18/03/2005,1868,0,No,0
2004,Kill Bill: Vol. 2,tt0378194,137,Action|Crime|Drama,8,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd and the treacherous, one-eyed Elle.",530176,66210000,16/04/2004,1349,1,No,0
2005,Capote,tt0379725,114,Biography|Crime|Drama,7.4000001,"In 1959, Truman Capote learns of the murder of a Kansas family and decides to write a book about the case. While researching for his novel In Cold Blood, Capote forms a relationship with one of the killers, Perry Smith, who is on death row.",103895,28747570,03/02/2006,2929,16,No,5
2005,Serenity,tt0379786,119,Action|Adventure|Sci-Fi,8,The crew of the ship Serenity try to evade an assassin sent to recapture one of their members who is telepathic.,248181,25340000,30/09/2005,1024,1,No,0
